noticedate,hour,process,line,usage,production,equipment_ct,shift,scrap,waste,label
2024-10-13,24,module,L1,55.31,51.53,5,night,1.62,0.75,normal
2024-10-13,24,module,L2,61.59,57.07,4,night,1.52,0.65,normal
2024-10-13,24,pack,L1,36.35,42.29,3,night,1.05,0.22,normal
2024-10-13,24,pack,L2,30.37,36.76,3,night,0.96,0.13,normal
2024-10-14,1,mixing,L1,91.94,83.01,4,night,5.44,1.44,normal
2024-10-14,1,mixing,L2,69.95,93.0,5,night,1.92,0.94,normal
2024-10-14,1,plate,L1,60.66,145.16,3,night,7.23,2.35,normal
2024-10-14,1,plate,L2,59.37,110.65,3,night,3.08,1.51,normal
2024-10-14,1,cell,L1,112.86,64.69,5,night,2.72,2.59,normal
2024-10-14,1,cell,L2,134.69,0.0,7,night,5.83,2.73,MULTIVARIATE_BASE_LOAD
2024-10-14,1,module,L1,60.44,52.58,4,night,1.38,0.76,normal
2024-10-14,1,module,L2,2532.39,41.21,3,night,1.4,0.64,PRODUCTION_RATIO
2024-10-14,1,pack,L1,59.23,41.74,2,night,0.51,0.39,normal
2024-10-14,1,pack,L2,43.68,31.79,3,night,0.21,0.38,normal
2024-10-14,2,mixing,L1,82.16,113.3,6,night,2.22,0.44,normal
2024-10-14,2,mixing,L2,66.13,99.87,6,night,4.06,0.76,normal
2024-10-14,2,plate,L1,71.67,134.9,3,night,3.53,2.26,normal
2024-10-14,2,plate,L2,72.8,122.97,3,night,3.79,1.85,normal
2024-10-14,2,cell,L1,67.8,58.84,5,night,7.38,2.48,normal
2024-10-14,2,cell,L2,104.9,76.36,7,night,6.67,1.03,normal
2024-10-14,2,module,L1,63.08,50.14,5,night,2.28,0.89,normal
2024-10-14,2,module,L2,54.22,64.85,5,night,1.21,0.47,normal
2024-10-14,2,pack,L1,46.35,45.64,2,night,0.75,0.28,normal
2024-10-14,2,pack,L2,54.67,34.14,4,night,1.29,0.11,normal
2024-10-14,3,mixing,L1,112.49,0.0,4,night,2.85,0.74,MULTIVARIATE_BASE_LOAD
2024-10-14,3,mixing,L2,85.57,96.79,6,night,3.77,0.93,normal
2024-10-14,3,plate,L1,73.96,106.58,4,night,5.67,1.12,normal
2024-10-14,3,plate,L2,8235.67,137.43,4,night,8.36,2.32,PRODUCTION_RATIO
2024-10-14,3,cell,L1,84.93,88.71,7,night,2.02,1.41,normal
2024-10-14,3,cell,L2,103.67,66.46,6,night,3.9,1.79,normal
2024-10-14,3,module,L1,63.39,42.25,3,night,2.57,0.24,normal
2024-10-14,3,module,L2,63.18,59.33,5,night,2.05,0.67,normal
2024-10-14,3,pack,L1,42.21,32.7,2,night,0.59,0.23,normal
2024-10-14,3,pack,L2,48.52,39.49,3,night,1.31,0.06,normal
2024-10-14,4,mixing,L1,93.78,100.04,4,night,4.18,0.77,normal
2024-10-14,4,mixing,L2,75.58,98.85,6,night,4.4,0.96,normal
2024-10-14,4,plate,L1,51.19,137.99,3,night,2.84,2.19,normal
2024-10-14,4,plate,L2,74.78,99.75,3,night,8.02,2.47,normal
2024-10-14,4,cell,L1,85.56,91.41,7,night,7.45,2.63,normal
2024-10-14,4,cell,L2,111.19,86.24,8,night,2.69,2.29,normal
2024-10-14,4,module,L1,47.15,42.07,3,night,1.84,0.89,normal
2024-10-14,4,module,L2,47.23,45.31,5,night,0.72,0.72,normal
2024-10-14,4,pack,L1,33.49,45.06,2,night,0.32,0.32,normal
2024-10-14,4,pack,L2,519.98,40.01,2,night,0.12,0.46,RATED_EXCEED
2024-10-14,5,mixing,L1,81.51,86.56,6,night,2.07,1.75,normal
2024-10-14,5,mixing,L2,58.56,92.66,4,night,2.19,0.42,normal
2024-10-14,5,plate,L1,78.97,122.51,3,night,6.01,1.72,normal
2024-10-14,5,plate,L2,53.51,110.03,4,night,5.15,1.63,normal
2024-10-14,5,cell,L1,77.93,72.72,5,night,6.45,2.65,normal
2024-10-14,5,cell,L2,90.61,90.12,6,night,4.79,1.16,normal
2024-10-14,5,module,L1,43.27,55.04,3,night,1.23,0.92,normal
2024-10-14,5,module,L2,33.86,44.35,4,night,1.9,0.49,MULTIVARIATE_SINGLE_EQUIPMENT_LOW
2024-10-14,5,pack,L1,56.95,43.56,3,night,0.88,0.32,normal
2024-10-14,5,pack,L2,32.29,47.82,2,night,1.09,0.36,normal
2024-10-14,6,mixing,L1,589.97,110.64,5,day,3.67,1.02,SHIFT_RANGE
2024-10-14,6,mixing,L2,380,102.61,4,day,3.7,1.68,normal
2024-10-14,6,plate,L1,285,144.74,3,day,7.12,2.92,normal
2024-10-14,6,plate,L2,380,137.53,4,day,4.3,2.87,normal
2024-10-14,6,cell,L1,487.64,96.7,8,day,2.47,1.69,normal
2024-10-14,6,cell,L2,588.0,84.94,5,day,5.14,2.63,MULTIVARIATE_EFFICIENCY_DROP
2024-10-14,6,module,L1,285,49.27,3,day,1.17,1.07,normal
2024-10-14,6,module,L2,3746.39,60.69,4,day,1.72,0.42,PRODUCTION_RATIO
2024-10-14,6,pack,L1,332.43,39.52,4,day,1.28,0.26,normal
2024-10-14,6,pack,L2,243.39,28.06,3,day,0.82,0.44,normal
2024-10-14,7,mixing,L1,451.98,110.72,5,day,4.98,0.74,normal
2024-10-14,7,mixing,L2,461.92,77.44,6,day,3.53,1.24,normal
2024-10-14,7,plate,L1,285,106.25,3,day,2.85,2.84,normal
2024-10-14,7,plate,L2,285,139.08,3,day,2.04,2.84,normal
2024-10-14,7,cell,L1,529.46,79.97,7,day,2.56,1.77,normal
2024-10-14,7,cell,L2,475.68,64.03,6,day,5.59,1.33,normal
2024-10-14,7,module,L1,380,49.79,4,day,2.65,0.31,normal
2024-10-14,7,module,L2,285,40.52,3,day,2.33,0.52,normal
2024-10-14,7,pack,L1,320.89,39.99,4,day,1.28,0.42,normal
2024-10-14,7,pack,L2,190,37.53,2,day,1.38,0.28,normal
2024-10-14,8,mixing,L1,380,106.85,4,day,4.4,0.74,normal
2024-10-14,8,mixing,L2,401.54,93.59,5,day,2.24,0.69,normal
2024-10-14,8,plate,L1,285,118.09,3,day,8.44,2.43,normal
2024-10-14,8,plate,L2,404.06,111.38,5,day,6.39,2.7,normal
2024-10-14,8,cell,L1,475,92.76,5,day,4.5,2.15,normal
2024-10-14,8,cell,L2,455.21,91.95,6,day,2.71,2.06,normal
2024-10-14,8,module,L1,285,45.52,3,day,1.82,1.05,normal
2024-10-14,8,module,L2,375.87,45.06,4,day,2.24,0.84,normal
2024-10-14,8,pack,L1,190,40.41,2,day,0.61,0.32,normal
2024-10-14,8,pack,L2,349.52,34.03,4,day,1.19,0.23,normal
2024-10-14,9,mixing,L1,380,118.3,4,day,2.69,1.59,normal
2024-10-14,9,mixing,L2,459.77,93.41,5,day,4.86,0.68,normal
2024-10-14,9,plate,L1,285,129.61,3,day,4.14,2.44,normal
2024-10-14,9,plate,L2,285,95.64,3,day,7.77,2.65,normal
2024-10-14,9,cell,L1,531.95,65.52,8,day,7.02,1.52,normal
2024-10-14,9,cell,L2,563.85,62.12,7,day,2.9,1.52,normal
2024-10-14,9,module,L1,313.94,43.78,4,day,2.69,0.41,normal
2024-10-14,9,module,L2,310.29,51.81,4,day,2.4,0.7,normal
2024-10-14,9,pack,L1,298.75,46.83,4,day,0.85,0.17,normal
2024-10-14,9,pack,L2,243.53,45.84,4,day,1.03,0.44,normal
2024-10-14,10,mixing,L1,397.05,112.12,6,day,2.33,0.95,normal
2024-10-14,10,mixing,L2,481.7,75.83,6,day,2.95,1.2,normal
2024-10-14,10,plate,L1,380,102.24,4,day,4.33,2.2,normal
2024-10-14,10,plate,L2,380.55,142.21,5,day,4.01,2.16,normal
2024-10-14,10,cell,L1,517.99,94.44,7,day,4.63,0.64,normal
2024-10-14,10,cell,L2,404.94,60.29,6,day,2.99,2.46,normal
2024-10-14,10,module,L1,285,55.56,3,day,2.2,0.32,normal
2024-10-14,10,module,L2,338.59,48.81,5,day,2.68,0.96,normal
2024-10-14,10,pack,L1,351.73,39.16,4,day,0.44,0.5,normal
2024-10-14,10,pack,L2,317.11,33.46,4,day,1.06,0.22,normal
2024-10-14,11,mixing,L1,367.26,110.5,4,day,5.58,1.33,normal
2024-10-14,11,mixing,L2,380,107.51,4,day,5.73,1.19,normal
2024-10-14,11,plate,L1,377.48,145.28,5,day,4.85,1.85,normal
2024-10-14,11,plate,L2,290.06,95.55,5,day,2.34,2.75,normal
2024-10-14,11,cell,L1,503.58,72.2,8,day,3.21,2.7,normal
2024-10-14,11,cell,L2,590.41,62.77,7,day,2.7,0.81,CONTRACT_EXCEED
2024-10-14,11,module,L1,380,50.54,4,day,0.86,0.87,normal
2024-10-14,11,module,L2,285,52.0,3,day,2.38,0.81,normal
2024-10-14,11,pack,L1,279.95,42.28,4,day,1.19,0.12,normal
2024-10-14,11,pack,L2,190,44.65,2,day,0.63,0.18,normal
2024-10-14,12,mixing,L1,380,115.38,4,day,3.38,0.72,normal
2024-10-14,12,mixing,L2,380,95.0,4,day,3.51,1.68,normal
2024-10-14,12,plate,L1,316.82,118.7,5,day,3.49,1.8,normal
2024-10-14,12,plate,L2,285,122.98,3,day,3.93,2.56,normal
2024-10-14,12,cell,L1,500.64,79.25,8,day,6.3,2.62,normal
2024-10-14,12,cell,L2,435.02,60.79,7,day,5.29,1.13,normal
2024-10-14,12,module,L1,285,45.87,3,day,2.14,0.43,normal
2024-10-14,12,module,L2,-46.01,52.92,4,day,0.53,0.32,NEGATIVE_POWER
2024-10-14,12,pack,L1,256.39,33.66,3,day,1.34,0.34,normal
2024-10-14,12,pack,L2,303.89,34.72,4,day,0.92,0.34,normal
2024-10-14,13,mixing,L1,366.61,91.9,5,day,4.79,1.11,normal
2024-10-14,13,mixing,L2,378.21,80.28,6,day,3.59,1.67,normal
2024-10-14,13,plate,L1,292.67,122.72,4,day,8.48,1.48,normal
2024-10-14,13,plate,L2,384.04,120.71,5,day,5.31,1.2,normal
2024-10-14,13,cell,L1,565.26,61.47,6,day,6.38,1.08,normal
2024-10-14,13,cell,L2,463.73,64.21,6,day,3.66,2.68,normal
2024-10-14,13,module,L1,398.9,60.8,5,day,1.41,0.28,normal
2024-10-14,13,module,L2,370.94,67.64,5,day,1.62,0.65,normal
2024-10-14,13,pack,L1,190,39.64,2,day,1.18,0.12,normal
2024-10-14,13,pack,L2,310.95,37.41,4,day,0.18,0.05,normal
2024-10-14,14,mixing,L1,442.55,114.34,5,day,2.85,0.43,normal
2024-10-14,14,mixing,L2,380,111.37,4,day,2.67,1.21,normal
2024-10-14,14,plate,L1,388.13,119.62,5,day,6.73,2.46,normal
2024-10-14,14,plate,L2,285,111.73,3,day,6.92,2.59,normal
2024-10-14,14,cell,L1,447.62,81.73,5,day,2.16,2.88,normal
2024-10-14,14,cell,L2,572.09,99.53,8,day,6.71,0.86,normal
2024-10-14,14,module,L1,372.68,58.0,4,day,1.87,0.51,normal
2024-10-14,14,module,L2,691.72,40.93,5,day,1.56,0.75,RATED_EXCEED
2024-10-14,14,pack,L1,285,42.72,3,day,0.35,0.3,normal
2024-10-14,14,pack,L2,281.38,43.26,3,day,0.26,0.25,normal
2024-10-14,15,mixing,L1,470.71,97.95,5,day,3.53,1.48,normal
2024-10-14,15,mixing,L2,385.93,10.21,6,day,4.86,0.77,MULTIVARIATE_IDLE_POWER
2024-10-14,15,plate,L1,319.04,109.77,3,day,7.43,2.99,EQUIPMENT_RATIO
2024-10-14,15,plate,L2,329.86,96.28,4,day,8.51,2.21,normal
2024-10-14,15,cell,L1,-40.65,63.46,8,day,7.17,2.53,NEGATIVE_POWER
2024-10-14,15,cell,L2,525.84,60.38,8,day,4.54,1.66,normal
2024-10-14,15,module,L1,285,66.74,3,day,2.49,0.43,normal
2024-10-14,15,module,L2,321.47,58.51,4,day,2.56,0.47,normal
2024-10-14,15,pack,L1,338.48,44.31,4,day,0.36,0.4,normal
2024-10-14,15,pack,L2,261.17,42.03,3,day,1.23,0.41,normal
2024-10-14,16,mixing,L1,380,92.58,4,day,5.11,1.62,normal
2024-10-14,16,mixing,L2,394.24,80.16,6,day,3.11,0.52,normal
2024-10-14,16,plate,L1,285,131.64,3,day,4.65,1.83,normal
2024-10-14,16,plate,L2,380,98.88,4,day,3.48,1.82,normal
2024-10-14,16,cell,L1,435.83,61.01,7,day,5.76,2.52,normal
2024-10-14,16,cell,L2,424.79,85.39,5,day,3.93,1.89,normal
2024-10-14,16,module,L1,380,44.08,4,day,2.75,0.85,normal
2024-10-14,16,module,L2,380,53.29,4,day,0.94,0.81,normal
2024-10-14,16,pack,L1,269.62,31.23,4,day,0.93,0.31,normal
2024-10-14,16,pack,L2,285,43.78,3,day,1.01,0.2,normal
2024-10-14,17,mixing,L1,361.22,102.81,5,day,4.99,1.35,normal
2024-10-14,17,mixing,L2,396.76,80.47,5,day,5.11,0.99,normal
2024-10-14,17,plate,L1,380,147.91,4,day,8.8,2.19,normal
2024-10-14,17,plate,L2,391.72,104.03,5,day,3.75,2.5,normal
2024-10-14,17,cell,L1,391.05,70.17,7,day,4.35,1.04,normal
2024-10-14,17,cell,L2,469.85,79.67,8,day,4.73,1.66,normal
2024-10-14,17,module,L1,380,53.89,4,day,0.83,0.66,normal
2024-10-14,17,module,L2,329.44,52.97,5,day,2.36,0.53,normal
2024-10-14,17,pack,L1,190,46.16,2,day,0.87,0.17,normal
2024-10-14,17,pack,L2,2460.72,41.82,3,day,1.29,0.29,PRODUCTION_RATIO
2024-10-14,18,mixing,L1,64.45,119.42,6,night,1.94,1.32,normal
2024-10-14,18,mixing,L2,81.24,103.75,4,night,4.67,1.39,normal
2024-10-14,18,plate,L1,79.98,142.31,5,night,4.63,1.41,normal
2024-10-14,18,plate,L2,62.23,131.91,3,night,2.39,1.91,normal
2024-10-14,18,cell,L1,114.4,72.09,8,night,7.54,2.41,normal
2024-10-14,18,cell,L2,104.59,73.45,5,night,6.69,1.25,normal
2024-10-14,18,module,L1,59.53,45.31,3,night,0.58,0.67,normal
2024-10-14,18,module,L2,66.44,50.23,5,night,0.85,0.56,normal
2024-10-14,18,pack,L1,37.64,42.19,3,night,0.31,0.21,normal
2024-10-14,18,pack,L2,46.63,45.8,2,night,1.37,0.3,normal
2024-10-14,19,mixing,L1,73.16,102.22,5,night,5.69,0.75,normal
2024-10-14,19,mixing,L2,70.41,95.01,6,night,4.83,1.24,normal
2024-10-14,19,plate,L1,54.52,126.61,5,night,5.58,1.28,normal
2024-10-14,19,plate,L2,53.89,130.33,4,night,5.48,2.56,normal
2024-10-14,19,cell,L1,125.26,0.0,8,night,5.6,2.77,MULTIVARIATE_BASE_LOAD
2024-10-14,19,cell,L2,74.17,70.66,5,night,7.91,1.69,normal
2024-10-14,19,module,L1,68.6,46.64,4,night,2.75,0.7,MULTIVARIATE_EFFICIENCY_DROP
2024-10-14,19,module,L2,41.36,62.8,3,night,1.48,0.94,normal
2024-10-14,19,pack,L1,31.53,46.29,4,night,0.74,0.1,normal
2024-10-14,19,pack,L2,53.55,29.34,3,night,0.8,0.26,normal
2024-10-14,20,mixing,L1,91.19,110.34,5,night,5.71,0.55,normal
2024-10-14,20,mixing,L2,56.19,87.59,6,night,4.68,1.66,normal
2024-10-14,20,plate,L1,63.36,149.02,3,night,4.0,2.95,normal
2024-10-14,20,plate,L2,66.63,137.62,3,night,5.16,1.03,normal
2024-10-14,20,cell,L1,95.68,87.2,7,night,3.52,2.79,normal
2024-10-14,20,cell,L2,105.13,81.36,6,night,4.56,1.6,normal
2024-10-14,20,module,L1,52.19,45.4,5,night,2.42,0.88,normal
2024-10-14,20,module,L2,43.44,56.22,3,night,2.46,0.78,normal
2024-10-14,20,pack,L1,49.31,42.78,4,night,1.36,0.41,normal
2024-10-14,20,pack,L2,36.43,45.85,2,night,0.59,0.21,normal
2024-10-14,21,mixing,L1,65.91,101.72,5,night,1.99,1.46,normal
2024-10-14,21,mixing,L2,79.41,80.62,4,night,2.27,0.42,normal
2024-10-14,21,plate,L1,54.71,106.72,3,night,4.51,2.09,normal
2024-10-14,21,plate,L2,70.23,143.91,4,night,6.54,2.48,normal
2024-10-14,21,cell,L1,104.79,60.68,8,night,3.92,1.94,normal
2024-10-14,21,cell,L2,97.26,61.52,6,night,2.51,2.75,normal
2024-10-14,21,module,L1,49.18,53.78,5,night,1.46,1.07,normal
2024-10-14,21,module,L2,47.19,56.73,3,night,0.55,0.39,normal
2024-10-14,21,pack,L1,51.74,40.02,2,night,0.69,0.47,normal
2024-10-14,21,pack,L2,56.96,28.23,2,night,0.96,0.02,normal
2024-10-14,22,mixing,L1,75.68,82.33,5,night,2.6,1.51,normal
2024-10-14,22,mixing,L2,67.58,86.55,4,night,3.11,1.0,normal
2024-10-14,22,plate,L1,79.7,146.57,4,night,4.86,1.55,normal
2024-10-14,22,plate,L2,75.31,141.84,5,night,2.31,2.53,normal
2024-10-14,22,cell,L1,76.23,68.16,7,night,2.39,1.36,normal
2024-10-14,22,cell,L2,119.86,71.86,8,night,4.44,1.08,normal
2024-10-14,22,module,L1,41.46,53.06,4,night,1.54,1.04,normal
2024-10-14,22,module,L2,59.5,65.64,4,night,1.84,0.34,normal
2024-10-14,22,pack,L1,56.27,39.16,4,night,1.31,0.29,normal
2024-10-14,22,pack,L2,41.05,36.52,2,night,0.86,0.32,normal
2024-10-14,23,mixing,L1,95.54,108.83,6,night,4.58,1.41,normal
2024-10-14,23,mixing,L2,92.83,102.97,5,night,3.27,0.82,normal
2024-10-14,23,plate,L1,51.61,146.35,3,night,5.95,2.94,normal
2024-10-14,23,plate,L2,53.76,144.38,3,night,7.91,2.75,normal
2024-10-14,23,cell,L1,85.65,69.27,7,night,2.16,1.93,normal
2024-10-14,23,cell,L2,85.14,98.27,5,night,2.53,0.86,normal
2024-10-14,23,module,L1,68.98,56.3,5,night,2.14,0.54,normal
2024-10-14,23,module,L2,63.71,52.7,3,night,1.43,1.0,normal
2024-10-14,23,pack,L1,32.5,40.99,3,night,0.64,0.37,normal
2024-10-14,23,pack,L2,56.81,34.85,2,night,1.17,0.36,normal
2024-10-14,24,mixing,L1,71.63,116.34,5,night,5.57,1.21,normal
2024-10-14,24,mixing,L2,82.35,87.02,4,night,1.81,0.69,normal
2024-10-14,24,plate,L1,73.43,122.32,5,night,8.58,1.17,normal
2024-10-14,24,plate,L2,68.3,103.18,3,night,3.98,2.88,normal
2024-10-14,24,cell,L1,90.29,92.79,6,night,5.91,2.56,normal
2024-10-14,24,cell,L2,92.26,87.22,5,night,4.21,2.34,normal
2024-10-14,24,module,L1,40.42,67.85,3,night,1.92,0.68,normal
2024-10-14,24,module,L2,46.84,58.39,5,night,1.15,0.32,normal
2024-10-14,24,pack,L1,36.36,31.88,4,night,1.37,0.22,normal
2024-10-14,24,pack,L2,52.41,37.96,2,night,0.86,0.28,normal
2024-10-15,1,mixing,L1,65.57,84.85,4,night,2.87,1.32,normal
2024-10-15,1,mixing,L2,82.61,88.54,6,night,5.42,0.65,normal
2024-10-15,1,plate,L1,67.6,146.47,3,night,7.65,1.95,normal
2024-10-15,1,plate,L2,75.7,125.93,3,night,5.22,1.72,normal
2024-10-15,1,cell,L1,102.21,71.84,6,night,5.02,2.5,normal
2024-10-15,1,cell,L2,89.31,89.98,8,night,3.3,1.12,normal
2024-10-15,1,module,L1,44.48,51.38,3,night,0.68,0.71,normal
2024-10-15,1,module,L2,59.75,47.13,5,night,2.17,0.74,normal
2024-10-15,1,pack,L1,57.51,39.85,3,night,0.59,0.1,normal
2024-10-15,1,pack,L2,28.48,40.87,4,night,0.7,0.39,normal
2024-10-15,2,mixing,L1,86.31,83.15,6,night,3.71,0.91,normal
2024-10-15,2,mixing,L2,82.78,104.01,5,night,3.59,0.96,normal
2024-10-15,2,plate,L1,73.62,144.67,4,night,3.98,2.3,normal
2024-10-15,2,plate,L2,77.76,143.82,5,night,6.22,2.53,normal
2024-10-15,2,cell,L1,72.27,91.88,8,night,2.33,2.37,normal
2024-10-15,2,cell,L2,96.85,96.24,8,night,7.11,0.77,normal
2024-10-15,2,module,L1,41.18,43.11,3,night,2.64,0.26,normal
2024-10-15,2,module,L2,297.41,41.1,5,night,2.51,0.28,CONTRACT_EXCEED
2024-10-15,2,pack,L1,49.02,45.47,4,night,1.02,0.09,normal
2024-10-15,2,pack,L2,42.06,33.41,3,night,1.18,0.29,normal
2024-10-15,3,mixing,L1,93.87,108.48,5,night,2.46,0.55,normal
2024-10-15,3,mixing,L2,78.51,93.08,4,night,4.16,0.48,normal
2024-10-15,3,plate,L1,53.5,115.03,5,night,4.5,2.17,normal
2024-10-15,3,plate,L2,69.52,132.36,5,night,6.81,1.59,normal
2024-10-15,3,cell,L1,93.91,66.93,7,night,3.11,1.97,normal
2024-10-15,3,cell,L2,91.59,86.88,8,night,2.85,1.07,normal
2024-10-15,3,module,L1,52.06,40.33,4,night,1.08,0.81,normal
2024-10-15,3,module,L2,49.17,53.05,5,night,0.58,0.29,normal
2024-10-15,3,pack,L1,56.98,43.04,2,night,0.59,0.36,normal
2024-10-15,3,pack,L2,61.05,0.0,4,night,1.08,0.36,MULTIVARIATE_BASE_LOAD
2024-10-15,4,mixing,L1,61.96,84.7,5,night,4.28,0.97,normal
2024-10-15,4,mixing,L2,62.88,113.15,4,night,4.81,1.63,normal
2024-10-15,4,plate,L1,58.19,110.98,3,night,3.65,2.07,normal
2024-10-15,4,plate,L2,64.41,125.66,3,night,6.86,2.39,normal
2024-10-15,4,cell,L1,69.78,65.56,8,night,2.58,2.12,normal
2024-10-15,4,cell,L2,85.07,67.95,6,night,3.27,2.04,normal
2024-10-15,4,module,L1,44.57,46.35,3,night,1.82,1.04,normal
2024-10-15,4,module,L2,304.32,63.79,3,night,2.14,0.26,SHIFT_RANGE
2024-10-15,4,pack,L1,41.15,30.02,2,night,0.12,0.38,normal
2024-10-15,4,pack,L2,52.88,34.09,2,night,0.68,0.18,normal
2024-10-15,5,mixing,L1,88.0,96.96,4,night,2.82,1.43,normal
2024-10-15,5,mixing,L2,78.81,82.32,6,night,1.93,0.75,normal
2024-10-15,5,plate,L1,63.42,127.86,4,night,7.2,1.99,normal
2024-10-15,5,plate,L2,77.37,95.65,3,night,7.22,2.8,normal
2024-10-15,5,cell,L1,107.45,82.55,7,night,3.83,1.82,normal
2024-10-15,5,cell,L2,98.49,64.06,7,night,5.23,1.98,normal
2024-10-15,5,module,L1,42.89,40.3,3,night,2.28,0.25,normal
2024-10-15,5,module,L2,56.7,63.74,4,night,1.85,0.25,normal
2024-10-15,5,pack,L1,49.58,35.79,2,night,1.34,0.31,normal
2024-10-15,5,pack,L2,30.84,39.26,4,night,0.31,0.31,normal
2024-10-15,6,mixing,L1,380,95.78,4,day,2.83,0.79,normal
2024-10-15,6,mixing,L2,400.07,83.46,5,day,3.87,0.82,normal
2024-10-15,6,plate,L1,285,142.74,3,day,3.71,1.77,normal
2024-10-15,6,plate,L2,339.05,122.38,5,day,5.52,2.39,normal
2024-10-15,6,cell,L1,454.55,77.66,5,day,5.16,2.87,normal
2024-10-15,6,cell,L2,475,86.56,5,day,6.06,1.79,normal
2024-10-15,6,module,L1,390.28,67.02,5,day,1.07,0.95,normal
2024-10-15,6,module,L2,380,52.99,4,day,2.44,0.7,normal
2024-10-15,6,pack,L1,190,41.09,2,day,0.36,0.22,normal
2024-10-15,6,pack,L2,277.38,40.71,3,day,0.15,0.34,normal
2024-10-15,7,mixing,L1,380,107.09,4,day,2.99,1.01,normal
2024-10-15,7,mixing,L2,472.64,89.96,6,day,3.1,0.57,normal
2024-10-15,7,plate,L1,285,101.21,3,day,5.33,2.34,normal
2024-10-15,7,plate,L2,348.1,114.05,4,day,3.1,2.35,normal
2024-10-15,7,cell,L1,711.71,81.72,6,day,2.2,2.84,EQUIPMENT_RATIO
2024-10-15,7,cell,L2,522.1,72.74,8,day,2.77,2.59,normal
2024-10-15,7,module,L1,285,60.22,3,day,0.54,0.3,normal
2024-10-15,7,module,L2,3790.71,60.36,4,day,0.7,0.96,PRODUCTION_RATIO
2024-10-15,7,pack,L1,190,41.19,2,day,0.53,0.24,normal
2024-10-15,7,pack,L2,263.68,43.58,3,day,0.39,0.42,normal
2024-10-15,8,mixing,L1,411.66,112.66,6,day,4.09,1.27,normal
2024-10-15,8,mixing,L2,397.95,91.82,6,day,2.05,1.47,normal
2024-10-15,8,plate,L1,518.62,110.93,4,day,4.66,1.06,SHIFT_RANGE
2024-10-15,8,plate,L2,339.45,138.93,4,day,8.07,2.88,normal
2024-10-15,8,cell,L1,473.75,71.13,5,day,1.93,1.42,normal
2024-10-15,8,cell,L2,419.18,64.02,8,day,2.87,1.98,normal
2024-10-15,8,module,L1,429.91,56.59,5,day,1.37,0.51,normal
2024-10-15,8,module,L2,380,66.16,4,day,0.76,1.0,normal
2024-10-15,8,pack,L1,190,49.36,2,day,1.2,0.38,normal
2024-10-15,8,pack,L2,190,31.23,2,day,1.16,0.26,normal
2024-10-15,9,mixing,L1,416.23,99.23,5,day,4.08,0.67,normal
2024-10-15,9,mixing,L2,380,105.59,4,day,3.16,0.85,normal
2024-10-15,9,plate,L1,418.33,109.04,5,day,6.1,2.86,normal
2024-10-15,9,plate,L2,401.71,116.0,5,day,2.7,2.13,normal
2024-10-15,9,cell,L1,499.99,83.02,7,day,5.39,0.81,normal
2024-10-15,9,cell,L2,475,78.58,5,day,4.82,1.27,normal
2024-10-15,9,module,L1,285,57.41,3,day,1.6,0.79,normal
2024-10-15,9,module,L2,285,56.57,3,day,0.61,0.36,normal
2024-10-15,9,pack,L1,294.54,36.05,4,day,0.34,0.11,normal
2024-10-15,9,pack,L2,321.87,44.45,4,day,0.29,0.34,normal
2024-10-15,10,mixing,L1,380,87.38,4,day,5.16,0.73,normal
2024-10-15,10,mixing,L2,379.86,114.87,4,day,5.18,0.56,normal
2024-10-15,10,plate,L1,285,103.12,3,day,6.3,2.66,normal
2024-10-15,10,plate,L2,270.85,103.91,5,day,8.46,2.63,normal
2024-10-15,10,cell,L1,454.85,76.36,5,day,2.58,0.96,normal
2024-10-15,10,cell,L2,455.51,62.75,5,day,3.66,1.34,normal
2024-10-15,10,module,L1,285,67.97,3,day,1.77,0.75,normal
2024-10-15,10,module,L2,285,47.93,3,day,1.99,0.99,normal
2024-10-15,10,pack,L1,345.15,48.48,4,day,0.99,0.28,normal
2024-10-15,10,pack,L2,300.99,39.76,4,day,1.35,0.13,normal
2024-10-15,11,mixing,L1,351.02,83.92,4,day,4.39,0.48,normal
2024-10-15,11,mixing,L2,350.87,96.31,6,day,4.32,0.7,normal
2024-10-15,11,plate,L1,406.07,117.21,5,day,6.86,2.63,normal
2024-10-15,11,plate,L2,316.2,97.33,4,day,6.91,1.36,normal
2024-10-15,11,cell,L1,535.69,59.94,8,day,5.58,2.05,normal
2024-10-15,11,cell,L2,455.22,63.98,8,day,2.91,0.92,normal
2024-10-15,11,module,L1,404.97,63.78,5,day,2.64,1.02,normal
2024-10-15,11,module,L2,285,65.03,3,day,1.61,0.71,normal
2024-10-15,11,pack,L1,190,30.16,2,day,0.71,0.13,normal
2024-10-15,11,pack,L2,190,28.97,2,day,0.37,0.02,normal
2024-10-15,12,mixing,L1,-13.49,89.69,6,day,4.85,0.69,NEGATIVE_POWER
2024-10-15,12,mixing,L2,380,102.72,4,day,2.59,0.43,normal
2024-10-15,12,plate,L1,360.47,148.22,4,day,2.73,2.76,normal
2024-10-15,12,plate,L2,331.13,122.78,5,day,4.15,2.82,normal
2024-10-15,12,cell,L1,521.05,72.61,7,day,2.99,2.04,normal
2024-10-15,12,cell,L2,429.04,79.46,5,day,3.79,2.12,normal
2024-10-15,12,module,L1,317.95,65.5,5,day,2.55,0.78,normal
2024-10-15,12,module,L2,378.64,39.55,4,day,0.5,0.41,normal
